,short_name,similarity_score
1824,R. Thomas,0.5799072
619,K. Asamoah,0.5799072
4683,Y. Ono,0.5799072
401,André Gomes,0.5799072
7261,A. Velasco,0.5799072
5653,L. Crepulja,0.5799072
6329,T. Pett,0.5799072
2096,Jacson Zonta,0.5799072
6375,Paulino,0.5799072
4470,P. Türpitz,0.5799072
3379,J. Paterson,0.5799072
5998,H. Chapman,0.5799072
5995,L. Adžić,0.5799072
6763,T. Rodríguez,0.5799072
5092,A. Loba,0.5799072
5519,M. Tavernier,0.5799072
4139,B. Tashchy,0.5799072
4075,C. Guzmán,0.5799072
5071,A. Ouahim,0.5799072
5572,Leonardo Lopes,0.5799072
6171,C. Jakobsen,0.5799072
790,P. Piatti,0.5799072
1473,R. Quaison,0.5799072
7443,R. Broom,0.5799072
5718,A. Schalk,0.5799072
7402,N. Ouammou,0.5799072
1396,W. Saïd,0.5799072
2049,H. Gnohere,0.5799072
1669,Guilherme,0.5799072
2751,R. Matos,0.5799072
4082,Nano,0.5799072
1365,Ferrán Torres,0.5799072
2608,Z. Kalmár,0.5799072
3829,M. Terrazzino,0.5799072
6284,S. McLaughlin,0.5799072
5263,Luís Machado,0.5799072
3063,J. Álvarez,0.5799072
5094,L. Morgan,0.5799072
5095,J. Hesketh,0.5799072
2725,K. Sema,0.5799072
7158,T. Svendsen,0.5799072
2037,Juan Carlos,0.5799072
4245,Y. Okubo,0.5799072
5696,J. Drost,0.5799072
5510,Jeong Woo Yeong,0.5799072
3064,S. Moutoussamy,0.5799072
2940,T. Přikryl,0.5799072
899,W. Hughes,0.5799072
7483,M. Fredriksen,0.5799072
5083,R. McGree,0.5799072
5654,T. Hasegawa,0.5799072
6850,N. Alho,0.5799072
5287,S. McDonald,0.5799072
7145,A. Swaminathan,0.5799072
4118,Auro,0.5799072
2992,Gabriel Xavier,0.5799072
1969,Dentinho,0.5799072
3724,W. Hoolahan,0.5799072
6745,A. Dønnum,0.5799072
3707,A. Farnerud,0.5799072
2904,S. Al Faraj,0.5799072
3038,B. Mbeumo,0.5799072
2062,W. Morelo,0.5799072
3837,Magno,0.5799072
7152,E. Joseph,0.5799072
885,A. Barák,0.5799072
2900,D. Aleksić,0.5799072
7419,A. Semenyo,0.5799072
5663,S. Carruthers,0.5799072
7493,A. Bradley,0.5799072
6813,J. Karlsson,0.5799072
5136,Rúben Macedo,0.5799072
6761,E. Binaku,0.5799072
6725,J. Okkels,0.5799072
6822,R. Gyasi,0.5799072
6830,A. Caceres,0.5799072
5088,R. D'Haese,0.5799072
6474,R. Niemeijer,0.5799072
4225,S. Bolbat,0.5799072
801,A. Mehmedi,0.5799072
6305,D. Mast,0.5799072
6145,C. Lavery,0.5799072
5101,G. Tormin,0.5799072
5160,M. Biankadi,0.5799072
2057,F. Bachirou,0.5799072
7416,C. Whitely,0.5799072
6280,M. Răduț,0.5799072
7491,R. Najjarine,0.5799072
1890,J. Ramírez,0.5799072
6336,M. Röser,0.5799072
5035,Jorge Félix,0.5799072
2584,M. Maolida,0.5799072
5028,S. Skarlatidis,0.5799072
3679,L. Tremolada,0.5799072
4040,H. Sakhi,0.5799072
7531,L. Colville,0.5799072
4367,C. Fandrich,0.5799072
4871,C. McManaman,0.5799072
1124,D. Praet,0.5799072
5491,T. Gjertsen,0.5799072
5392,R. Holmes,0.5799072
5878,P. Segbefia,0.5799072
2272,O. Rashid,0.5799072
814,R. Soriano,0.5799072
4404,Dieguinho,0.5799072
6608,Wang Xiaolong,0.5799072
3261,C. Obasi,0.5799072
6538,Nacho,0.5799072
7231,M. McGlinchey,0.5799072
6808,K. Kinoshita,0.5799072
7529,V. Boniface,0.5799072
6308,C. Erskine,0.5799072
3103,D. Kinsombi,0.5799072
5727,S. Lizana,0.5799072
4158,D. Kolovos,0.5799072
5728,E. Assifuah,0.5799072
5061,R. Nteka,0.5799072
7163,M. Gueddar,0.5799072
5736,D. Vega,0.5799072
3088,Hwang Hee Chan,0.5799072
5057,Y. Benrahou,0.5799072
1032,Johnathan,0.5799072
3077,B. Özcan,0.5799072
5039,J. Mejídez,0.5799072
2071,C. Rius,0.5799072
2790,A. Rosina,0.5799072
4925,T. Röcher,0.5799072
6965,T. Kehinde,0.5799072
4034,N. Hauptmann,0.5799072
5540,A. Da Cruz,0.5799072
6938,S. Dooley,0.5799072
3222,J. Meneses,0.5799072
681,Joelinton,0.5799072
7350,J. Igbarumah,0.5799072
4903,Y. de Lanlay,0.5799072
5842,D. Rowe,0.5799072
2516,M. Barrios,0.5799072
5850,D. Wotherspoon,0.5799072
1540,Y. Mutō,0.5799072
7347,M. Harzan,0.5799072
2509,A. Plata,0.5799072
6166,P. Breier,0.5799072
5888,T. Kløve,0.5799072
3916,H. Al Moqahwi,0.5799072
7072,M. Al Amri,0.5799072
3640,D. Holman,0.5799072
6964,F. Becker,0.5799072
2497,Arsénio,0.5799072
6801,M. Kuzmanović,0.5799072
3808,Z. Sadaev,0.5799072
6104,M. Eisa,0.5799072
6963,A. Pululu,0.5799072
6932,S. Molina,0.5799072
5824,M. Sema,0.5799072
6800,H. Rashidi,0.5799072
666,M. Zaracho,0.5799072
4792,R. Beerens,0.5799072
2508,A. Di Gaudio,0.5799072
3869,W. Sobota,0.5799072
2540,Y. Verschaeren,0.5799072
1898,T. Goiginger,0.5799072
5044,J. Clarke,0.5799072
3583,Javi Galán,0.5799072
5017,Lucas Medeirão,0.5799072
4517,C. Mahoney,0.5799072
1515,F. Kainz,0.5799072
6388,C. Senior,0.5799072
1263,O. El Kaddouri,0.5799072
6069,Ruan Teles,0.5799072
2357,M. Vrančić,0.5799072
3491,Fran Villalba,0.5799072
3951,Eric,0.5799072
6262,Yazalde,0.5799072
7274,L. Rivas,0.5799072
3466,T. Kubo,0.5799072
6008,Manu Fuster,0.5799072
1761,R. Alvarado,0.5799072
4566,D. Prokop,0.5799072
3394,D. Lezcano,0.5799072
4550,J. Green,0.5799072
7032,Y. Soma,0.5799072
1804,R. Martínez,0.5799072
3396,T. Weilandt,0.5799072
5960,E. Smith Rowe,0.5799072
6922,M. Bouziane,0.5799072
4960,R. Benatelli,0.5799072
5417,S. Elbers,0.5799072
6098,M. Osei Kwadwo,0.5799072
7062,G. Mhango,0.5799072
4719,S. Beltrame,0.5799072
6351,T. Bayliss,0.5799072
7279,S. Pasquali,0.5799072
3918,S. Muwashar,0.5799072
6970,M. Zemzemi,0.5799072
4485,C. Willock,0.5799072
341,M. Dembélé,0.5799072
3471,M. Solomon,0.5799072
4552,E. Rakip,0.5799072
3473,M. Svanberg,0.5799072
6062,L. Putaro,0.5799072
4535,A. Engin,0.5799072
4618,Hélder Ferreira,0.5799072
5900,H. Zuck,0.5799072
3946,M. Dal Hende,0.5799072
7526,A. Mikkelsen,0.5799072
5500,M. Abdulrahman,0.5799072
5005,N. Omladič,0.5799072
7383,C. Galvin,0.5799072
4990,D. Gómez,0.5799072
3662,Lucas Fernandes,0.5799072
7379,M. Grødem,0.5799072
5790,T. Rowe,0.5799072
3141,I. Tandia,0.5799072
4615,B. Merlini,0.5799072
6018,Isi Ros,0.5799072
2556,N. González,0.5799072
7373,I. Diarra,0.5799072
7270,K. Sessa,0.5799072
2488,Víctor Rodríguez,0.5799072
3146,F. Malbašić,0.5799072
7375,A. Jaziri,0.5799072
3439,F. Sambueza,0.5799072
7282,C. Hendry,0.5799072
1672,N. Chadli,0.5799072
6025,N. Manzambi,0.5799072
4500,D. Sinik,0.5799072
2392,G. Kakuta,0.5799072
6031,I. Ndiaye,0.5799072
2108,I. Akhmetov,0.5799072
495,Ismaily,0.5799072
6037,M. Millar,0.5799072
1759,O. Mangala,0.5799072
3415,R. Philippoteaux,0.5799072
4510,M. Shved,0.5799072
4579,D. Quiñónes,0.5799072
2376,V. Stocker,0.5799072
2486,S. Doukara,0.5789827
5858,R. Torres,0.5789827
6349,André Anderson,0.5789827
3426,P. Rubio,0.5789827
2100,Jadson Vidigal,0.5789827
7354,B. Sidhu,0.5789827
1662,M. Waris,0.5789827
4984,K. Moore,0.5789827
7396,E. Osadebe,0.5789827
5054,K. Soni,0.5789827
5689,S. Guri,0.5789827
3861,L. Traoré,0.5789827
7134,N. Miracco,0.5789827
3526,Vagner,0.5789827
3995,J. Macías,0.5789827
5354,Sandaza,0.5789827
5820,M. Marconi,0.5789827
7154,I. Rozas,0.5789827
5380,A. Uludağ,0.5789827
3078,A. Chatzigiovanis,0.5789827
4059,C. Strandberg,0.5789827
2250,M. Ishak,0.5789827
6498,A. Calcan,0.5789827
6418,M. Dembélé,0.5789827
4347,J. Chibuike,0.5789827
3173,B. Wood,0.5789827
2868,D. Kadah,0.5789827
3178,A. Niane,0.5789827
5920,S. Pol,0.5789827
5867,M. Jankowski,0.5789827
5917,I. Díaz,0.5789827
3119,J. Murphy,0.5789827
2405,J. Kodjia,0.5789827
6531,Y. Asprilla,0.5789827
6757,Anderson Emanuel,0.5789827
4632,U. Ekpai,0.5789827
1462,G. Imbula,0.5789827
1285,H. Pérez,0.5789827
7017,S. Ibrahim,0.5789827
2116,D. Kownacki,0.5789827
5155,F. Pick,0.5789827
5911,J. Pineda,0.5789827
5397,Nam Joon Jae,0.5789827
5895,M. Al Sahlawi,0.5789827
6539,Heo Yong Joon,0.5789827
2776,A. Canelo,0.5789827
7009,B. Kennedy,0.5789827
2845,M. Gavranović,0.5789827
3830,M. Pourié,0.5789827
1191,J. Defoe,0.5789827
1588,P. Cissé,0.5789827
2306,Rubén Castro,0.5789827
7430,M. Bassouamina,0.5789827
4725,J. Delgado,0.5789827
4506,E. Iyoha,0.5789827
2135,N. Fernández,0.5789827
1783,C. Bassogog,0.5789827
5595,E. Eze,0.5789827
5441,S. Jaime,0.5789827
6669,W. Jordán,0.5789827
5420,M. Pušić,0.5789827
3355,J. Colback,0.57882106
1549,R. Cohade,0.57882106
3914,O. Hawsawi,0.57882106
31,M. Neuer,0.5763016
6225,L. Figueroa,0.57594365
686,J. Butland,0.5733928
3218,L. Hoyos,0.5733339
2474,S. Sosa,0.5733339
3226,K. Eissa,0.5733339
4074,S. Rojas,0.5733339
4176,M. Michel,0.5733339
4061,S. Allagbé,0.5733339
236,B. Lecomte,0.5733339
441,Moyá,0.5733339
1849,C. Stanković,0.5733339
4789,J. Fejzić,0.5733339
119,S. Ruffier,0.5733339
2231,Y. Cardinale,0.5733339
4561,P. Pentz,0.5733339
4966,L. Castellanos,0.5733339
4207,M. Kolke,0.5733339
1561,J. Corona,0.5733339
3406,R. Himmelmann,0.5733339
114,J. Pavlenka,0.5733339
1287,Adrián,0.5733339
1103,Z. Steffen,0.5733339
3416,W. Dutoit,0.5733339
305,A. Cragno,0.5733339
4240,B. Castro,0.5733339
2673,D. Jensen,0.5733339
387,D. Livaković,0.5733339
5990,Pedro Silva,0.5733339
5573,D. Reimann,0.5733339
6715,L. Ureta,0.5733339
618,S. Ulreich,0.5733339
5985,D. Iversen,0.5733339
3133,S. Bain,0.5719226
7513,C. Gallagher,0.57132035
4862,D. Hernández,0.57132035
1490,Yan Junling,0.57112676
3731,J. Ruddy,0.57112676
921,Cláudio Ramos,0.56649697
5794,R. Munsy,0.56465
2758,M. Seuntjens,0.56465
6399,R. Espejord,0.56122714
230,M. Perin,0.5592336
3276,Jung Sung Ryong,0.5592336
4288,P. Hansson,0.5592336
2414,V. Wormgoor,0.55742484
598,N. Moisander,0.55742484
5282,M. Halsti,0.55742484
485,K. Vogt,0.55742484
2883,M. Iori,0.55742484
3693,J. Quiñones,0.55742484
6562,J. White,0.55742484
4378,D. Post,0.55742484
2347,K. McDonald,0.55742484
2685,W. Trapp,0.55742484
6575,J. Lillis,0.55638367
361,N. Matić,0.5563456
7174,P. Vroegh,0.5563456
1160,A. Briançon,0.5563456
307,V. Lindelöf,0.5563456
3699,P. Anton,0.5563456
570,Diego Carlos,0.5563456
6141,A. O'Connor,0.5563456
3734,A. Williams,0.5563456
2022,Ilie Sánchez,0.5563456
660,D. Lenzado,0.5563456
989,Danilo,0.5563456
5475,Chris Farminhão,0.5563456
1709,B. Bianchi,0.5563456
3289,S. Williams,0.5563456
657,Antônio Chiamuloira,0.5563456
1571,N. Domingo,0.5563456
1333,Emilio Piodão,0.5563456
887,S. McTominay,0.5563456
631,Elkeson,0.5544945
964,Y. Bounou,0.5509203
5612,L. Nicholls,0.5509203
2265,Tomeu Nadal,0.5509203
4747,E. Jakupović,0.5509203
1167,A. Hansen,0.5509203
633,Herrerín,0.5509203
6860,I. Austbø,0.5509203
6790,J. Bonham,0.5509203
3291,Denis,0.5509203
1723,Kaíquão Castro,0.5509203
1416,E. Martínez,0.5509203
6872,G. Moss,0.5509203
4029,S. Rossbach,0.5509203
242,Pacheco,0.5509203
4168,Kim Seung Gyu,0.5509203
438,M. Dmitrović,0.5509203
6101,G. Rehak,0.5509203
4185,J. Borgueray,0.5509203
3710,G. Pegolo,0.5509203
938,M. Bizot,0.5509203
4122,A. Jovanović,0.5509203
2437,Juan Carlos,0.5509203
5644,Son Jeong Hyeon,0.5509203
6593,M. Gostomski,0.5509203
6236,J. Leutwiler,0.5509203
6301,Iván Crespo,0.5509203
1729,P. Dárenas,0.5509203
6184,S. Andersen,0.5509203
2173,U. Çakır,0.5509203
7534,Lee Joon Hee,0.5509203
5466,Oh Seung Hoon,0.5509203
658,Gabri Prestão,0.5509203
4446,F. Pellegrino,0.5509203
7232,A. Vanins,0.5509203
7093,A. Stachowiak,0.5509203
1547,A. Boruc,0.5509203
3514,V. Milinković-Savić,0.5509203
5277,E. Bologna,0.5509203
7451,P. Nagarajan,0.5509203
6536,I. Jónsson,0.5509203
451,T. Heaton,0.5509203
6297,M. Malaeka,0.5509203
6883,R. O'Donnell,0.5509203
1011,Roberto,0.5509203
5697,Fernando,0.5509203
1770,A. Rossi,0.5509203
1049,M. Esser,0.5509203
662,L. Sáreda,0.5509203
7209,R. Charles-Cook,0.5509203
1909,Dani Giménez,0.5509203
1334,Fred Aníbão,0.5509203
4591,D. Bentley,0.5509203
4351,R. Romo,0.5509203
3749,M. Fraga,0.5509203
2146,D. von Ballmoos,0.5509203
5805,A. Redmayne,0.5509203
747,G. Ochoa,0.5509203
5340,L. Königshofer,0.5509203
3282,J. García,0.5509203
2194,J. Rinne,0.5509203
3560,A. Linde,0.5509203
2589,B. Cortés,0.5509203
6824,J. Clarke,0.5501488
2627,B. Bolingoli,0.5501488
6622,S. Madden,0.5501488
355,M. Sissoko,0.5501488
7400,C. McAleer,0.5501488
2273,A. Musa,0.5501488
134,José Callejón,0.5501488
383,Diogo Jota,0.5501488
736,M. Doherty,0.5501488
1701,A. Solari,0.5501488
3207,S. Hedlund,0.5501488
5138,T. Lumanza Lembi,0.5490282
5486,G. Mastinu,0.5490282
6935,L. Mulholland,0.5490282
5499,Paulinho,0.5490282
2546,S. Longstaff,0.5490282
5522,J. Dasilva,0.5490282
5534,L. Díaz,0.5490282
2506,G. Lezcano,0.5490282
5556,D. Črnigoj,0.5490282
5565,H. Rafia,0.5490282
5575,A. O'Neill,0.5490282
7538,H. Kite,0.5490282
5600,B. Finne,0.5490282
2492,G. Lapadula,0.5490282
5624,H. Hajradinović,0.5490282
639,Danilo,0.5490282
5938,N. Hammann,0.5490282
5801,R. Armand,0.5490282
2386,Castro,0.5490282
2550,B. Cufré,0.5490282
3042,E. Eze,0.5490282
606,Granero,0.5490282
6011,J. Thomasen,0.5490282
3072,E. Remedi,0.5490282
3037,Evander,0.5490282
3050,Z. Bakaev,0.5490282
6038,G. Hein,0.5490282
6039,N. Landgraf,0.5490282
3066,K. Acosta,0.5490282
6054,M. Cardona,0.5490282
6056,Carlos Blanco,0.5490282
6064,H. Suárez,0.5490282
6032,D. Rodríguez,0.5490282
694,Joan Jordán,0.5490282
5641,I. Alba,0.5490282
5811,A. Auassar,0.5490282
5645,Liao Lisheng,0.5490282
2119,M. Camara,0.5490282
3986,D. Turnbull,0.5490282
2131,N. De la Cruz,0.5490282
2942,L. Memushaj,0.5490282
1502,A. Duncan,0.5490282
4007,F. Muslija,0.5490282
4019,N. Giménez,0.5490282
4020,J. Piotrowski,0.5490282
4031,E. Brophy,0.5490282
3513,M. Wittek,0.5490282
4050,I. Sackey,0.5490282
4053,L. Wing,0.5490282
2115,Óscar,0.5490282
1481,Medrán,0.5490282
3506,A. Guliev,0.5490282
5625,A. Soto,0.5490282
5726,F. Milo,0.5490282
5652,Vitor Costa,0.5490282
1466,K. Stafylidis,0.5490282
2398,D. Moreno,0.5490282
5676,W. de la Rosa,0.5490282
2483,P. Ankersen,0.5490282
5666,J. Espericueta,0.5490282
6737,O. Macías,0.5490282
6736,F. Kanoute,0.5490282
5672,João Pedro,0.5490282
7179,P. Ng,0.5490282
6945,Li Hang,0.5490282
7268,J. Pereyra,0.5490282
7549,M. Petratos,0.5490282
709,E. Skhiri,0.5490282
3099,A. Trondsen,0.5490282
3112,F. Bandinelli,0.5490282
2207,Hernani,0.5490282
717,D. Berardi,0.5490282
3698,C. Buonaiuto,0.5490282
849,R. Battaglia,0.5490282
2554,S. Żurkowski,0.5490282
5849,O. Clarke,0.5490282
6891,I. Vigurs,0.5490282
2610,J. Otero,0.5490282
2560,S. Luperto,0.5490282
7382,V. Ekani,0.5490282
5470,David Rocha,0.5490282
902,M. Benassi,0.5490282
5029,Getterson,0.5490282
2585,B. Tekpetey,0.5490282
5183,R. Preißinger,0.5490282
6911,Cho Ji Hun,0.5490282
4998,E. Kaş,0.5490282
5015,Arthur Silbeira,0.5490282
1057,V. Chiricheș,0.5490282
1883,O. Hiljemark,0.5490282
5367,V. Lundberg,0.5490282
953,N. Gudelj,0.5490282
6797,Tang Shi,0.5490282
862,M. Grujić,0.5490282
5232,K. Vollmann,0.5490282
1030,J. Kucka,0.5490282
6803,S. Murray,0.5490282
4978,F. Martin,0.5490282
907,P. Højbjerg,0.5490282
5383,K. Kanak,0.5490282
2240,M. Abeid,0.5490282
5268,S. Ishizaki,0.5490282
2565,Lucas Fernandes,0.5490282
5253,A. Lazaar,0.5490282
7381,H. Ito,0.5490282
5261,T. Bingöl,0.5490282
5257,P. van Ooijen,0.5490282
2139,M. Cafaro,0.5490282
5291,G. Munari,0.5490282
44,Fernandinho,0.5490282
207,I. Gueye,0.5490282
5902,M. Rusike,0.5490282
7369,M. Drubble,0.5490282
5910,H. Salinas,0.5490282
224,L. Torreira,0.5490282
5208,K. Pusch,0.5490282
7385,K. Velde,0.5490282
6777,A. McEneff,0.5490282
2552,Ayrton,0.5490282
5845,O. Lee,0.5490282
328,Thiago Mendes,0.5490282
5852,Juninho,0.5490282
665,F. Neuhaus,0.5490282
5872,C. Wernitznig,0.5490282
7557,H. Woods,0.5490282
2419,A. Ríos,0.5490282
5880,J. Reinhardt,0.5490282
2399,P. Mpoku,0.5490282
5893,Fullana,0.5490282
5193,P. Lipski,0.5490282
2613,A. Bobichon,0.5490282
5080,F. Del Sole,0.5490282
2601,N. Reniero,0.5490282
5055,A. Hadžiahmetović,0.5490282
5761,F. Nordkvelle,0.5490282
1017,Maurício,0.5490282
5073,D. Janošek,0.5490282
5078,Paolo Fernandes,0.5490282
7362,R. Slater,0.5490282
3216,J. Correa,0.5490282
5473,T. D'Orazio,0.5490282
5107,J. Cullen,0.5490282
2591,O. Govea,0.5490282
1074,Formosandrinho,0.5490282
5113,S. Şahintürk,0.5490282
1095,Gedson Fernandes,0.5490282
4097,N. Lima,0.5490282
7225,N. Albadawi,0.5490282
6067,C. Kühlwetter,0.5490282
4846,J. Cortés,0.5490282
1315,D. Garmash,0.5490282
7484,M. Warburton,0.5490282
4423,F. Burbano,0.5490282
4431,M. Mier,0.5490282
4455,E. Rolland,0.5490282
4456,Rodrigo Pinho,0.5490282
7477,Z. Issaka,0.5490282
4507,J. Torres,0.5490282
1814,R. Krunić,0.5490282
7478,W. Collar,0.5490282
4533,R. Manning,0.5490282
4537,N. Seufert,0.5490282
2989,Cafú,0.5490282
1358,H. Wilson,0.5490282
7023,S. Chihadeh,0.5490282
3328,H. Afful,0.5490282
3408,Y. M'Changama,0.5490282
162,Marco Asensio,0.5490282
4592,M. Power,0.5490282
3683,E. Andersen,0.5490282
4878,Bruno Teles,0.5490282
2182,C. Robinson,0.5490282
4208,T. Schröck,0.5490282
4603,Aguza,0.5490282
4358,J. Greguš,0.5490282
7303,O. Rushfort,0.5490282
146,Fabián,0.5490282
2142,T. Bašić,0.5490282
1390,J. Hernández,0.5490282
2144,R. Bazoer,0.5490282
1363,H. Barnes,0.5490282
2014,Iñigo Pérez,0.5490282
4403,M. Nyatama,0.5490282
2730,J. Güemez,0.5490282
4429,R. de la Fuente,0.5490282
4852,Wanderson,0.5490282
6402,S. Saucedo,0.5490282
6541,H. Shimoda,0.5490282
362,Marcos Alonso,0.5490282
6587,L. Piątek,0.5490282
6523,D. Offenbacher,0.5490282
6151,A. Öztürk,0.5490282
6532,J. Biada,0.5490282
6369,C. Herc,0.5490282
6456,B. Badibanga,0.5490282
6420,A. Groiß,0.5490282
6082,G. Hamer,0.5490282
6107,A. Luković,0.5490282
6131,B. Vécsei,0.5490282
6444,Arthur Silva,0.5490282
6253,A. Smárason,0.5490282
1769,O. Pineda,0.5490282
4858,L. Murphy,0.5490282
6431,A. Deiola,0.5490282
6379,J. Marimón,0.5490282
6497,S. Leyton,0.5490282
6136,F. Flórez,0.5490282
6520,C. McAleny,0.5490282
6088,C. Lykogiannis,0.5490282
6407,E. Banda,0.5490282
6563,A. Askar,0.5490282
561,M. Arnold,0.5490282
6590,M. Nielsen,0.5490282
576,H. Seferović,0.5490282
6250,L. Sercombe,0.5490282
6233,Zhang Wenzhao,0.5490282
540,J. Gbamin,0.5490282
6428,S. Skrabb,0.5490282
6404,C. Nwakali,0.5490282
436,M. Halstenberg,0.5490282
4226,H. Faik,0.5490282
4342,K. Hyland,0.5490282
4835,J. Fontaine,0.5490282
2923,A. Ragusa,0.5490282
7241,Choi Hyun Tae,0.5490282
7206,D. Serna,0.5490282
2928,Ji Dong Won,0.5490282
3597,Jhon Cley,0.5490282
3822,D. de Buen,0.5490282
4843,J. Butterfield,0.5490282
7253,K. Akyüz,0.5490282
1129,L. Waldschmidt,0.5490282
3847,P. Škuletić,0.5490282
7203,J. Henríquez,0.5490282
2078,A. Chávez,0.5490282
2867,M. Coda,0.5490282
3898,F. Kiss,0.5490282
82,D. Alaba,0.5490282
3667,F. Kroos,0.5490282
3638,Naranjo,0.5490282
1595,O. Akhmedov,0.5490282
1531,Carles Gil,0.5490282
2065,D. González,0.5490282
3495,A. Nordin,0.5490282
1447,D. Cataldi,0.5490282
2959,C. Chávez,0.5490282
3480,L. Reis,0.5490282
1433,E. Ávila,0.5490282
1630,Éder,0.5490282
1426,L. Olaza,0.5490282
1474,A. Touré,0.5490282
3457,G. Acosta,0.5490282
3972,K. Shibasaki,0.5490282
6495,Luo Senwen,0.5490282
4107,L. Azouni,0.5490282
3682,C. Battocchio,0.5490282
4174,D. Furman,0.5490282
7459,Li Benjian,0.5490282
3555,A. Parmak,0.5490282
7258,D. Lloyd,0.5490282
4637,M. Kobylański,0.5490282
4634,D. Petrucci,0.5490282
6998,D. Jubitana,0.5490282
4682,P. Cibicki,0.5490282
7339,W. Łuczak,0.5490282
2711,M. Jevtović,0.5490282
7500,C. Boyd-Munce,0.5490282
2704,J. Attamah,0.5490282
6968,H. Mbock,0.5490282
3920,José Mari,0.5490282
6966,R. Tugarev,0.5490282
3225,Y. Makarenko,0.5490282
4803,Zhao Xuri,0.5490282
193,R. Nainggolan,0.5490282
2695,E. Thommy,0.5490282
2113,Maycon,0.5490282
7000,Zhang Xiuwei,0.5490282
2193,M. Ilaimaharitra,0.5490282
2174,A. De Sart,0.5490282
3271,M. Mancosu,0.5490282
7423,F. Tomi,0.5490282
4196,R. Boateng,0.5490282
1520,S. Armstrong,0.5490282
1748,R. Doan,0.5490282
7188,M. Khalfan,0.5490282
1211,R. Snodgrass,0.5490282
3527,A. Gojak,0.5490282
3838,G. Gardner,0.5490282
1108,K. Linetty,0.5490282
1398,Sandro,0.5490282
3313,L. Fuentes,0.5490282
4611,G. Bijl,0.5490282
3922,T. Schütz,0.5490282
1216,K. El Ahmadi,0.5490282
5444,M. Zenteno,0.547762
2599,I. Pettersson,0.5476663
4248,E. Ruud,0.54656667
2878,Sandro Manoel,0.54656667
679,L. Dendoncker,0.54656667
6312,L. Giovini,0.54449224
782,Guilherme,0.54449224
760,I. Khune,0.54449224
3864,E. Lenjani,0.54415506
1809,H. Preciado,0.5434764
2429,M. Lestienne,0.5428807
7183,J. McGrath,0.5428807
4324,N. McGinn,0.5428807
2853,A. Wilkinson,0.54131836
91,A. Witsel,0.54131836
3792,N. Theuerkauf,0.54131836
534,T. Souček,0.54131836
2385,Licá,0.54131836
1565,F. Haroun,0.54131836
253,K. Volland,0.54131836
1648,H. Behrens,0.54131836
122,Sokratis,0.54131836
3163,H. Wahl,0.54131836
4243,K. Stuhr-Ellegaard,0.54131836
3237,B. Cesar,0.54131836
3170,H. Dean,0.54131836
3997,S. Hefti,0.54131836
2348,D. McCarty,0.54131836
1967,J. Chester,0.54131836
6319,G. Vargas,0.54131836
7414,C. Coll,0.54131836
4800,D. Button,0.5398318
3067,David Raya,0.5387104
120,S. Sirigu,0.5387104
2785,L. Grant,0.5387104
17,S. Agüero,0.532792
3568,J. Pi,0.5155201
6363,C. Tosun,0.5155201
3665,J. Vuković,0.5155201
3790,A. Guédioura,0.5155201
3803,R. Espinoza,0.5155201
3813,W. Rémy,0.5155201
1737,Aleix García,0.5155201
3549,E. Rolón,0.5155201
3541,A. Mowatt,0.5155201
3942,M. Bogado,0.5155201
4115,L. Evans,0.5155201
2760,S. Peeters,0.5155201
2732,A. Bouchalakis,0.5155201
1441,K. Malong,0.5155201
3464,D. Guzman,0.5155201
4138,Gus Ledes,0.5155201
3463,Martin Cordeia,0.5155201
3902,C. Jorquera,0.5155201
2983,R. Delgado,0.5155201
1484,L. Menossi,0.5155201
1414,Alfa Semedo,0.5155201
3400,G. Espinoza,0.5155201
3844,P. Klingmann,0.5155201
4650,M. Bakić,0.5155201
334,L. Milivojević,0.5155201
4684,A. Geipl,0.5155201
3366,M. Bourabia,0.5155201
7479,Yao Junsheng,0.5155201
3389,J. Fernández,0.5155201
7320,D. Cawley,0.5155201
3191,Pelé,0.5155201
2629,J. De Sart,0.5155201
466,E. Capoue,0.5155201
1000,Miguel Veloso,0.5155201
5119,F. Manzano,0.5155201
1838,Lucas Silva,0.5155201
5162,D. Bizimana,0.5155201
5453,M. Mirahmetjan,0.5155201
562,F. Schär,0.5155201
3056,N. Moro,0.5155201
6050,E. Smith,0.5155201
6120,O. Norburn,0.5155201
1261,I. Radovanović,0.5155201
6017,Gao Zhunyi,0.5155201
3032,A. Palaversa,0.5155201
971,P. Hrošovský,0.5155201
2920,N. Mendez-Laing,0.5151301
2056,D. Lazović,0.5151301
6356,F. Evina,0.5151301
6105,M. Košťál,0.5151301
2625,C. Jean,0.5151301
6074,J. Hiwula,0.5151301
2046,M. Morozyuk,0.5151301
2222,O. Kayode,0.5151301
2926,S. Tecl,0.5151301
454,D. Rose,0.5151301
6066,M. Costly,0.5151301
4883,P. Huspek,0.5151301
2068,L. Villafañez,0.5151301
4869,H. Bazile,0.5151301
4914,J. Cuffaut,0.5151301
2606,Carlos Júnior,0.5151301
4101,I. Vînă,0.5151301
2043,C. Atsu,0.5151301
2617,K. Tsimikas,0.5151301
5603,M. Uhre,0.5151301
4494,B. Brereton,0.5151301
5597,F. Sakala,0.5151301
4920,Yu Hai,0.5151301
4915,C. Quaner,0.5151301
4908,J. Zárate,0.5151301
4891,Thierry Moutinho,0.5151301
1111,L. Blas,0.5151301
6081,Isi,0.5151301
4474,K. Pröger,0.5151301
