,short_name,similarity_score
1779,Pozo,0.83840865
1458,M. Pjaca,0.83840865
3188,V. Kadlec,0.83840865
1777,C. Musonda,0.83840865
2674,A. Najar,0.83840865
5278,S. Özkan,0.83840865
4156,J. Cavallaro,0.83840865
7102,J. Dayton,0.83840865
2525,Gustavo Lobateiro,0.83840865
5531,D. Mitchell,0.83840865
4399,G. Mackay-Steven,0.83840865
4092,J. Amoah,0.83840865
3147,R. Kishna,0.83840865
4102,J. Williams,0.83840865
4190,J. Agudelo,0.83840865
5999,P. Karlsson Lagemyr,0.83840865
1022,A. Dzagoev,0.83840865
3045,J. González,0.83840865
6504,N. Chamed,0.83840865
6782,R. Healey,0.8349181
621,S. Lulić,0.8349181
2779,K. Rezaei,0.8349181
1518,R. Falk,0.833489
5075,J. Whatmough,0.8328476
3770,M. Lustig,0.8328476
5118,J. Moore-Taylor,0.8328476
132,J. Boateng,0.8328476
274,M. Arnautović,0.83181643
5993,A. Sabiri,0.83181643
5050,L. Cacace,0.8311333
3082,J. Valencia,0.83045745
4000,V. Dragomir,0.83045745
1646,M. Braithwaite,0.83045745
1402,Marcos Guilherme,0.83045745
5602,S. Kaikai,0.83045745
3596,B. McKay,0.83045745
2642,Carlinhos,0.82948154
3815,D. Fettouhi,0.82948154
3116,F. Gorriarán,0.82948154
6779,Kim Hyeon Wook,0.82948154
1757,João Carvalho,0.82948154
691,A. Miranchuk,0.82948154
2293,Lee Jae Sung,0.82948154
41,Bernardo Silva,0.82948154
727,K. Fortounis,0.82948154
5977,Moreto Cassamá,0.82948154
3567,D. Rojas,0.82948154
2503,S. Cárdenas,0.82948154
671,J. Ikoné,0.82948154
3122,E. Hestad,0.82948154
1780,E. Buendía,0.82948154
1791,Francisco Geraldes,0.82948154
2102,Carlitos,0.82948154
5103,Borja Sánchez,0.82948154
220,M. Kovačić,0.82948154
2114,I. Oblyakov,0.82948154
1142,L. Acosta,0.82948154
1385,Kaku,0.82948154
1449,D. Valdés,0.82948154
1478,Kwon Chang Hoon,0.82948154
2160,H. Mukhtar,0.82948154
4167,A. Paločević,0.82948154
1408,M. Jensen,0.82948154
4349,M. Rojas,0.82948154
526,V. Tsygankov,0.82948154
1047,P. Hernández,0.82948154
2749,C. Knasmüllner,0.82948154
5001,Dani Ramírez,0.82948154
1291,G. Moreno,0.82948154
2072,R. Botta,0.82948154
1120,Toni Villa,0.82948154
893,O. Duda,0.82948154
1221,F. Higuaín,0.8290184
6161,L. Isgrove,0.8286502
981,J. Farfán,0.8286502
2461,P. Ntep,0.8286502
3534,R. Aarons,0.8286502
2462,N. Benezet,0.8286502
5196,A. Polo,0.8286502
867,Y. Atal,0.8279303
7068,R. McCabe,0.8271691
1656,M. Ninković,0.826234
155,Gonçalo Guedes,0.826225
1628,J. Stanislas,0.826225
891,P. Sisto,0.826225
4205,J. Gyau,0.826225
1055,F. Fajr,0.82605666
194,E. Banega,0.82605666
4724,G. Þórarinsson,0.8257255
1562,J. Valdivia,0.8244019
5006,Y. Takahagi,0.8244019
3288,Léo Silva,0.8244019
581,K. Lala,0.8230945
4743,M. Pedersen,0.82175446
548,L. Trossard,0.8208261
2925,G. Castellani,0.8208261
1325,J. Izquierdo,0.8208261
783,S. Jovetić,0.8208261
1470,S. March,0.8208261
805,Rafael,0.8199821
5970,V. Thill,0.8199821
2860,J. Morávek,0.8192309
1846,D. Rolán,0.8192309
2008,J. Obi,0.8192309
1932,M. Sow,0.8192309
6213,J. Martins Pereira,0.8192309
3356,C. Moritz,0.8192309
3455,Paulolettinho,0.8192309
4956,L. Chiaretti,0.8192309
4897,A. Grimaldi,0.8192309
2628,D. Sinkgraven,0.8192309
4369,Alex,0.8192309
4329,F. Ayité,0.8192309
2574,S. Guirassy,0.8192309
809,M. Antonio,0.8186697
238,K. Demirbay,0.8175794
2226,A. Ruiz,0.8175794
967,M. Meza,0.8175794
1173,E. Cardona,0.8175794
350,D. Payet,0.8175794
3911,F. Starzyński,0.8175794
105,M. Depay,0.8175794
5102,B. Manu,0.81684035
3081,B. Alıcı,0.81684035
3472,G. Plata,0.81684035
1816,Vadillo,0.81684035
5552,J. Rodríguez,0.81684035
1094,A. Ndiaye,0.81684035
2579,S. Adegbenro,0.81684035
5503,J. Doku,0.81684035
5509,D. Kutesa,0.81684035
546,Raphinha,0.81684035
7384,D. O'Connor,0.81684035
1357,Rafael Leão,0.81684035
5267,M. Farrona Pulido,0.81684035
5548,Diogo Calila,0.81684035
3566,H. Aiesh,0.81684035
716,J. Boëtius,0.81684035
2536,E. Karaca,0.81684035
226,S. Bergwijn,0.81684035
941,L. Bittencourt,0.81684035
2539,A. Davies,0.81684035
539,A. Iwobi,0.81684035
5074,D. Etienne Jr.,0.81684035
5046,M. Kudus,0.81684035
1704,S. Palacios,0.81684035
7155,C. Conteh,0.81684035
109,S. Gnabry,0.8163504
4062,J. Byrne,0.81502235
6915,M. Broberg,0.8147251
455,E. Lamela,0.81428677
3757,G. Peñalba,0.81428677
5058,Álex Blanco,0.81428677
714,V. Fischer,0.81428677
2489,A. Maxim,0.81428677
279,Marlos,0.81428677
402,K. Baldé,0.81428677
5980,B. Tabla,0.81428677
4567,K. Miyoshi,0.81428677
5093,S. Svendsen,0.81428677
1851,Kahraba,0.81428677
1946,N. Bertolo,0.81428677
1480,Ivan Cavaleiro,0.81428677
3061,J. Harrison,0.81428677
1469,J. Willems,0.813612
218,L. Bailey,0.8134644
130,M. Mandžukić,0.81327736
71,F. de Jong,0.8120986
1418,L. Andersen,0.8120986
375,João Félix,0.8120986
95,J. Rodríguez,0.8120986
906,N. Bentaleb,0.8120986
1578,D. Buonanotte,0.8120986
3631,Lucas João,0.81068873
3759,B. Hämäläinen,0.8104491
1765,Adama Traoré,0.8103968
769,Coke,0.81009877
583,T. Savanier,0.80970573
687,Óliver Torres,0.8090729
4845,M. Pérez,0.8090729
2361,F. Forestieri,0.8076088
594,Borja Valero,0.8074661
319,J. Martínez,0.8071102
1856,K. Dolly,0.8065423
602,K. Boateng,0.8061127
1,Cristiano Ronaldo,0.8060709
2838,Suso Santana,0.8060237
1787,S. Benrahma,0.80526775
1792,Waldo,0.80526775
5230,P. McEleney,0.80526775
5241,M. Rayhi,0.80526775
173,F. Bernardeschi,0.80526775
107,J. Brandt,0.80526775
798,Rafael Carioca,0.8050281
5480,J. Viveros,0.80477947
511,Lucas Paquetá,0.80477947
4833,F. Santos,0.80477947
367,F. Vázquez,0.8046081
84,H. Ziyech,0.8044951
5173,S. Nicholson,0.8035503
3994,I. Niane,0.8035503
6989,J. Koffi,0.8035503
922,N. Redmond,0.8035503
408,A. Oxlade-Chamberlain,0.8035503
5252,G. Edwards,0.8035503
3578,F. Salazar,0.8035503
2970,M. Fofana,0.8035503
139,Douglas Costa,0.8035503
1105,A. Danjuma Groeneveld,0.8035503
888,Galeno,0.8035503
5976,D. Yearwood,0.8035503
3515,K. Palmer,0.8033704
4135,R. Wolski,0.8033704
135,I. Gündoğan,0.8033704
610,A. Lallana,0.8033704
315,Rafinha,0.8033704
2122,L. Majer,0.8033704
628,J. Pastore,0.8033704
2879,R. Vargas,0.8033704
2723,D. Jevtić,0.8033704
2393,L. Fer,0.80333734
275,A. Sánchez,0.8030119
85,Z. Ibrahimović,0.8023805
1795,K. Olsson,0.8023109
1736,I. Hagi,0.8023109
56,M. Verratti,0.8023109
3608,Borja Lasso,0.8023109
6730,M. Mattsson,0.8023109
6710,L. Agoume,0.8023109
3915,Y. Al Shehri,0.8023109
4114,J. Cevallos,0.8023109
6886,E. Benavidez,0.8023109
6638,Y. Kasim,0.8023109
3016,Jessé Ledeiro,0.8023109
5734,L. Berry,0.8023109
5808,K. Bru,0.8023109
2318,R. Martínez,0.8023109
2740,R. Sawyers,0.8023109
6417,Han Seung Gyu,0.8023109
4558,V. Dávila,0.8023109
6817,C. Forrester,0.8023109
7335,C. Clements,0.8023109
72,S. Milinković-Savić,0.8013066
673,M. Ødegaard,0.80114883
1025,G. Bou,0.80079937
729,Omar Mascarell,0.8003887
2442,Samu Sáiz,0.80007243
3265,N. Bendtner,0.79917586
1102,K. Dolberg,0.79917586
210,C. Aránguiz,0.7991538
1339,Y. Kobayashi,0.79893225
5591,A. Reca,0.79853994
3131,C. Songkrasin,0.79851586
2580,I. Mbenza,0.79851586
2772,J. Rojas,0.79851586
538,Otávio,0.7985051
1590,A. Taarabt,0.7985051
2070,E. Puch,0.79822326
1053,A. Trebel,0.7976981
4445,E. Oztumer,0.797529
1283,A. Schürrle,0.79648423
1995,G. Töre,0.79648423
89,G. Bale,0.7963589
943,K. Stöger,0.7958553
287,X. Shaqiri,0.79526913
271,O. Giroud,0.7944765
7185,E. Adebayo,0.7944765
306,D. van de Beek,0.7944765
90,Marcelo,0.7944765
3998,S. Singh,0.7943965
3652,S. Thern,0.7943965
1130,I. Kahveci,0.7943965
359,S. Giovinco,0.7943965
1634,T. Arslan,0.7943965
2801,G. Fernández,0.7943965
889,Chiquinho,0.7943965
3880,S. Allan,0.7943965
258,F. Kostić,0.79431856
3884,Z. Valentin,0.7940981
5823,G. McCleary,0.793958
1013,I. Traoré,0.793958
2913,C. Trimmel,0.7939412
2080,S. Özbayraklı,0.7939412
2956,M. Bauer,0.7939412
3936,J. Angulo,0.7939412
5489,P. Herrmann,0.79381746
62,A. Di María,0.79355514
1899,Fábio Martins,0.79355514
16,G. Chiellini,0.7930793
1915,I. Afellay,0.7930269
5399,A. Crawford,0.7929761
796,C. Grenier,0.7929761
420,M. Lanzini,0.7929761
579,S. Aurier,0.79274887
131,A. Vidal,0.79274887
5959,T. Chong,0.7927241
2294,M. Jojić,0.7922986
4656,J. Medranda,0.7922986
756,R. Babel,0.7922986
3691,J. Osorio,0.7922986
1815,P. Ševčík,0.7922986
5631,Robinho,0.7922986
1626,J. Durmaz,0.7922986
1085,R. Orsolini,0.7922986
767,K. Mirallas,0.7922986
223,N. Keïta,0.7922986
4919,A. Yasin,0.7922986
2918,I. Hajrović,0.7922986
3479,K. Dowell,0.7922986
680,M. Dahoud,0.7922986
1667,E. Çolak,0.7922986
1676,V. Eysseric,0.7922986
1119,Matheus Pereira,0.7922986
4370,G. Grozav,0.7922986
1437,S. Ghoddos,0.7922986
4639,Bruno Andrade,0.7922986
4384,B. Bodin,0.7922986
4289,A. Karabulut,0.7922986
1583,M. Fernández,0.7922986
2669,Ivo Rodrigues,0.7922986
1976,A. Chahechouhe,0.7922986
2719,M. Bruno,0.7922986
2042,J. Kopic,0.7922986
868,J. Grealish,0.7922986
2050,P. Capelle,0.7922986
1456,D. Bouanga,0.7922986
1532,G. Fernández,0.7922986
6044,M. Loría,0.7922986
3797,M. Mustacchio,0.7922986
2693,C. Falletti,0.7922986
2069,B. Alemán,0.7922986
1568,L. Refaelov,0.7922986
2609,O. Çınar,0.7922986
5376,Zequinha,0.7922986
517,Dani Olmo,0.7922986
6598,F. Morais,0.7921451
4229,C. Rizzuto,0.7921451
6547,J. Mullin,0.7921451
2657,J. Swift,0.79176474
2939,Isaac Cuenca,0.79151696
6235,T. Gebhart,0.79151696
6255,D. Templeton,0.79151696
719,Ayoze Pérez,0.7913127
2991,E. Cerutti,0.7913127
285,S. El Shaarawy,0.7913127
3151,I. Tajouri-Shradi,0.7913127
4149,J. Lowe,0.7913127
4088,Sergio Santos,0.7913127
324,R. Fraser,0.7913127
1957,A. Chedjou,0.7911855
3040,G. Taylor,0.78994185
2666,J. Dompé,0.7897687
1681,F. Castillo,0.7897687
1144,F. Kamano,0.7897687
99,O. Dembélé,0.7891795
4653,C. Brunner,0.78872913
1919,Jurado,0.7885555
2611,D. Crowley,0.7885555
164,J. Draxler,0.7885555
1758,A. Ömür,0.7885555
248,M. Götze,0.7885555
3120,M. Tanković,0.7885555
2107,Brahim,0.7885555
2229,J. Agudelo,0.7883587
167,Borja Iglesias,0.7883587
1292,T. Gutiérrez,0.7883587
545,S. Nakajima,0.78774166
152,A. Martial,0.78774166
4381,R. Hassan,0.78774166
5084,L. Lappalainen,0.78774166
542,Angeliño,0.7875965
2023,A. Christiansen,0.7874752
2581,E. Mor,0.78745073
2930,Y. Court,0.78733504
3267,Carmona,0.78732187
256,T. Hazard,0.78730994
722,G. Martínez,0.78730994
4559,S. Mallan,0.7870038
2163,O. Ntcham,0.7870038
1215,A. Mierzejewski,0.7869375
2279,R. Alioui,0.7869375
292,K. Bellarabi,0.7869375
293,J. Lingard,0.7869375
4057,D. Holmes,0.78586155
7053,M. Koj,0.78581804
7223,J. Tjørnelund,0.78581804
2423,L. Orbán,0.78581804
3293,G. Berardi,0.78581804
6227,C. Kum,0.78581804
2748,T. Sušić,0.7855338
2821,Omar Ramos,0.78552514
1560,M. Wolff Eikrem,0.78412986
1828,Bruno Lamas,0.78376967
24,P. Pogba,0.78376967
1908,F. Belluschi,0.78376967
326,R. Guerreiro,0.78360486
124,M. Özil,0.7835858
2158,G. Zahid,0.7835858
2646,A. Čermák,0.7835858
33,David Silva,0.7835858
1794,V. Verre,0.7835858
682,Daniel Podence,0.78323716
235,Gelson Martins,0.78323716
6482,Z. Ismail,0.78323716
312,David Neres,0.78323716
509,Vinícius Jr.,0.78323716
5862,M. Meilinger,0.78321314
2518,A. Ibargüen,0.78321314
272,Willian,0.78321314
2510,A. Godoy,0.7832037
2894,C. Nhamoinesu,0.7828882
190,C. Vela,0.7826322
500,Pozuelo,0.7826322
2212,Álex Fernández,0.78236926
909,S. Sensi,0.78236926
645,Roque Mesa,0.78236926
1429,Danilo,0.78236926
6921,Didac,0.78236926
5949,N. Breeveld,0.78236926
2979,L. Reyes,0.78236926
18,Sergio Ramos,0.781954
1537,H. Traoré,0.7818703
4674,R. Leonard,0.7818703
3645,B. Aouacheria,0.7814442
3686,M. Sax,0.7814442
3546,O. Çağlayan,0.7814442
1741,H. Wolf,0.7814442
3409,E. Pačinda,0.7814442
1726,Adilson Edrada,0.7814442
1725,Ailton Guevara,0.7814442
208,K. Kampl,0.7814442
1894,S. Adamyan,0.7814442
3644,H. Duljević,0.7814442
1802,A. El Ghazi,0.7814442
6724,C. Brittain,0.7814442
7006,Javi Gómez,0.7814442
6776,J. Sellars,0.7814442
3206,J. Botaka,0.7814442
304,T. Ndombele,0.7814442
3205,S. Dursun,0.7814442
3741,M. Pugh,0.7814442
308,Dani Ceballos,0.7814442
3750,J. Maghoma,0.7814442
6701,J. Kusukami,0.7814442
4539,M. Domínguez,0.7814442
6583,J. Grant,0.7814442
4078,E. López,0.7814442
4068,R. Neudecker,0.7814442
385,Melendo,0.7814442
1149,M. Elyounoussi,0.7814442
370,Laure Santeiro,0.7814442
372,S. Ardero,0.7814442
4058,F. Bahlouli,0.7814442
6983,A. Dobre,0.7814442
3087,Rúben Lameiras,0.7814442
1624,Y. Bolasie,0.7814442
3076,Lourency,0.7814442
232,A. Correa,0.7814442
3446,Eltildo Bessa,0.7814442
3532,M. Bolados,0.7814442
6960,A. McDonald,0.7814442
3184,Kim Seung Joon,0.7814442
3766,H. Kage,0.7814442
3338,Júnior Dutra,0.7814442
1782,L. Rodríguez,0.7814442
3507,N. Špalek,0.7814442
6798,H. El-Helwe,0.7814442
6794,A. Jakobsen,0.7814442
1893,Carlos Mané,0.7814442
3476,A. Barkok,0.7814442
4622,A. Powell,0.7814442
6268,D. Mayor,0.7814442
1159,F. Cervi,0.7814442
4808,Ilsinho,0.7814442
4469,Paulo Daineiro,0.7814442
6374,O. Boussaid,0.7814442
1446,V. Lazaro,0.7814442
1382,Kenedy,0.7814442
2938,T. Ince,0.7814442
4216,J. Mendoza,0.7814442
2850,D. McGoldrick,0.7814442
4166,Jesús Jiménez,0.7814442
6270,K. Bennett,0.7814442
2052,P. De Blasis,0.7814442
1417,E. Gnahoré,0.7814442
1372,Bruno Tabata,0.7814442
4230,I. Jebali,0.7814442
4177,E. Flores,0.7814442
4443,D. Hernández,0.7814442
4464,José Kanté,0.7814442
3102,P. Onuachu,0.7814442
4519,T. Cantwell,0.7814442
2051,R. Ghezzal,0.7814442
1266,Diogo Viana,0.7814442
3849,M. Jacobs,0.7814442
4515,Berto Cayarga,0.7814442
3033,E. Elmas,0.7814442
6728,D. Buffonge,0.7814442
4465,Waguininho,0.7814442
4487,B. Woodburn,0.7814442
4489,G. Diangana,0.7814442
4495,M. Johnston,0.7814442
4509,S. Hakšabanovič,0.7814442
4512,N. Lang,0.7814442
4514,E. Sabbi,0.7814442
1189,R. Aliendro,0.7814442
4113,B. Halimi,0.7814442
6286,K. Larsen,0.7814442
4536,K. Salazar,0.7814442
4543,L. Heredia,0.7814442
2073,L. Zelarayán,0.7814442
4565,K. Edwards,0.7814442
4569,D. Johnsen,0.7814442
2893,S. Armenteros,0.7814442
6347,Rafael Camacho,0.7814442
6453,S. Vecchia,0.7814442
1491,P. Tau,0.7814442
3989,D. Arzani,0.7814442
4012,M. Edwards,0.7814442
7306,J. Hardy,0.7814442
5316,C. Canío,0.7814442
1080,Rodrygo,0.7814442
6258,M. Minesso,0.7814442
2136,L. Haraslín,0.7814442
5215,A. Al Sulayhim,0.7814442
537,A. Januzaj,0.7814442
5063,B. Carvallo,0.7814442
965,R. Centurión,0.7814442
6065,S. Ahannach,0.7814442
6109,J. Graham,0.7814442
6259,M. Abdellaoue,0.7814442
7516,R. Cretaro,0.7814442
910,M. Gaćinović,0.7814442
6083,S. Omeonga,0.7814442
5153,A. Ioniță,0.7814442
6086,Mathiola,0.7814442
2190,L. Janson,0.7814442
2678,M. Møller Dæhli,0.7814442
2650,D. Fagundez,0.7814442
2654,C. Benavente,0.7814442
5338,M. Keita,0.7814442
917,B. Fernández,0.7814442
6967,T. Coulibaly,0.7814442
2284,F. Boulaya,0.7814442
2747,Fernando Canesín,0.7814442
800,R. Boudebouz,0.7814442
5521,Cristo González,0.7814442
5511,C. Capone,0.7814442
2499,D. Asprilla,0.7814442
7205,A. Mohammad,0.7814442
5019,Adão Salvadaldo,0.7814442
4876,T. Sana,0.7814442
7546,G. Bruna,0.7814442
5505,A. Marin,0.7814442
5174,M. Al Kuwaykibi,0.7814442
5590,M. El Hankouri,0.7814442
5787,David Caiado,0.7814442
1084,A. Lookman,0.7814442
5646,B. Ould-Chikh,0.7814442
2130,J. Savarino,0.7814442
7507,E. Twumasi,0.7814442
2473,D. Ndongala,0.7814442
4968,J. Hernández,0.7814442
5569,M. Njie,0.7814442
102,D. Alli,0.7814442
7309,D. Markey,0.7814442
4011,Lincoln,0.7814442
6553,L. Holmes,0.7814442
5056,J. López Pissano,0.7814442
3953,Y. Kakitani,0.7814442
5506,G. Tsitaishvili,0.7814442
6366,N. Atkinson,0.7814442
369,M. Acuña,0.7814442
3968,Raphael Paneira,0.7814442
3115,M. Okugawa,0.7814442
6624,Koffi,0.7814442
1935,O. Trejo,0.7814442
5351,K. Yoda,0.7814442
3969,Diogildo Peixe,0.7814442
883,N. Mazraoui,0.7814442
3952,M. Saito,0.7814442
3948,J. Domínguez,0.7814442
1521,Jesé,0.7814442
6664,A. Rodman,0.7814442
331,J. Corona,0.7814442
1501,D. Bessa,0.7814442
4006,F. Coman,0.7814442
2660,A. Allione,0.7814442
6112,T. Thompson,0.7814442
3993,J. Carrascal,0.7814442
2542,Jota,0.7814442
5463,S. Živec,0.7814442
2178,S. Plavšić,0.7814442
5066,S. Clare,0.7814442
854,Claudio Coíntra,0.7814442
5964,P. Mićin,0.7814442
2513,M. Pisano,0.7814442
5216,E. Arango,0.7814442
2530,Pietrson Mendes,0.7814442
7439,Y. Ben El-Mhanni,0.7814442
869,A. Miranchuk,0.7814442
7278,J. Tilley,0.7814442
5456,I. Depe,0.7814442
5989,S. Lo Faso,0.7814442
2619,Gelson Dala,0.7814442
5991,M. Samuelsen,0.7814442
5423,M. Lieder,0.7814442
860,F. Contedo,0.7814442
863,D. Brooks,0.7814442
2607,B. Manuel,0.7814442
3467,M. Gibbs-White,0.7814442
4,E. Hazard,0.78141737
303,H. Aouar,0.78141737
487,Y. Belhanda,0.78141737
23,P. Dybala,0.78141737
483,E. Salvio,0.7811198
5601,K. Sadlier,0.78101325
54,L. Sané,0.78101325
1425,D. Gray,0.78082424
3794,Y. Mollo,0.78082424
674,J. Bamba,0.78082424
166,Y. Carrasco,0.78082424
1696,J. Fernandes,0.78082424
1180,J. Campbell,0.78061575
489,S. Verdi,0.7804634
553,L. Cabrera,0.7804176
5632,G. Burke,0.7802009
3456,Y. Kashiwa,0.78008664
170,Paco Alcácer,0.77976125
2358,L. Nguyen,0.77971053
1614,M. Fabián,0.77971053
5816,D. Swanson,0.77971053
4531,R. Brown,0.77971053
3186,J. Bostock,0.77971053
969,E. Akbaba,0.77971053
27,C. Eriksen,0.77971053
2271,P. Kasami,0.77971053
543,J. Maddison,0.77971053
1685,F. Gutiérrez,0.77971053
4669,A. Nandzik,0.7796553
6918,H. Sulaimani,0.7796553
7138,L. Leahy,0.7796553
3910,F. Holland,0.7796553
1529,S. Larsson,0.7795126
4478,A. Gomes,0.7794543
2798,E. Barreto,0.77935123
59,Roberto Firmino,0.7793106
1341,A. Nwakaeme,0.77899075
2459,B. Dejaegere,0.7785498
2324,A. McGeady,0.77826834
1218,S. Sessègnon,0.77812177
3197,B. Pawłowski,0.7780046
206,J. Cuadrado,0.7780046
3624,M. Maddison,0.7780046
2762,O. Tannane,0.7780046
5139,P. Zinckernagel,0.7780046
2252,T. Lawrence,0.7780046
5431,D. Nazarov,0.7780046
5765,A. Hammill,0.7780046
1660,J. Ayew,0.7780046
64,Coutinho,0.7780046
5411,A. Tighadouini,0.7780046
6569,C. Eagles,0.7780046
7139,A. Riel,0.7780046
5359,M. Janota,0.7780046
828,M. Rojo,0.77779853
1010,N. Subotić,0.77779853
1688,H. Soudani,0.7777461
5833,B. Inman,0.7777461
6657,K. Ward,0.7777461
3783,A. Ríos,0.7777461
1237,J. De Guzmán,0.7777461
2149,K. Iheanacho,0.7777461
2653,P. Bamford,0.7777461
1755,J. Barrera,0.7777461
2718,Lucas Piazon,0.7777461
1579,C. Erkin,0.7772641
1092,D. Malen,0.77721936
7267,B. Garré,0.77721936
1138,Paulinho,0.77721936
68,A. Lacazette,0.77721936
5559,C. Nunnely,0.77721936
5536,Z. Bytyqi,0.77721936
358,N. Gaitán,0.77721936
1112,A. Harit,0.77721936
623,S. Kagawa,0.77721936
211,W. Ben Yedder,0.77721936
689,M. Lemina,0.77721936
3718,D. Moscardelli,0.77721936
1559,R. Sambueza,0.77721936
1023,M. Suárez,0.77721936
97,J. Sancho,0.77700055
920,G. Pereiro,0.77700055
5040,M. Greenwood,0.77700055
51,Thiago,0.7769412
265,Santi Cazorla,0.7767782
6467,F. Holthaus,0.7767157
257,E. Forsberg,0.77664304
6060,C. Colkett,0.77648073
2076,A. Oyongo,0.77625495
181,F. Thauvin,0.7760759
1239,D. Biseswar,0.7760759
394,J. Correa,0.7760759
142,J. Iličić,0.7760759
1941,Bojan,0.7760759
1454,A. Zeneli,0.7760759
1497,Z. Labyad,0.7760759
5784,D. Soddimo,0.77606887
310,E. Can,0.77606887
1401,Gabriel Boschilia,0.77585155
138,Canales,0.77585155
4264,C. Wondolowski,0.7756366
216,Ronaldo Cabrais,0.77529836
301,J. Sildero,0.77529836
1015,R. Alessandrini,0.77497554
414,J. Quintero,0.7741796
696,Y. Yazıcı,0.7741796
461,I. Piatti,0.7741796
497,S. Sané,0.7738504
1136,S. Denswil,0.77337706
3417,R. Sigurjónsson,0.7733065
1113,P. Schick,0.7732034
3185,M. Mohammadi,0.7732034
784,M. Cáceres,0.77236164
492,Ibai Gómez,0.7722931
46,K. Benzema,0.77225304
6750,A. Nalic,0.77223235
4780,C. Kazim-Richards,0.77182287
2705,A. Sedlar,0.7717848
3650,B. Paulsen,0.7717848
6695,K. van Veen,0.7713946
1428,R. Karsdorp,0.7712455
2652,Iván López,0.77086514
3397,S. Schwab,0.770747
10,K. Mbappé,0.7705857
702,B. Traoré,0.7705857
78,Bruno Fernandes,0.77058566
3254,J. Ménez,0.77049387
2397,S. Johansen,0.7704671
1609,L. Montes,0.7703981
2035,T. Bifouma,0.7703693
4106,C. Şahin,0.7703693
4018,D. Oberlin,0.7703693
180,Lucas Moura,0.7703693
1319,Garry Rodrigues,0.7703693
2620,B. Srarfi,0.7703693
3007,Carleto Costinha,0.7703693
294,Q. Promes,0.7703693
2487,S. Al Dawsari,0.7703693
7541,R. Campbell,0.7703693
3000,Jonathan Cafú,0.7703693
4988,J. Aguirre,0.7703693
2413,Rogerinho,0.7703693
6489,Dolly Menga,0.7703693
2477,R. Bezus,0.7703678
1297,S. Taïder,0.7701116
612,M. Gradel,0.769939
821,N. Lodeiro,0.769939
2407,Saúl Berjón,0.76968896
5052,F. Kadioglu,0.76957476
3059,Matheus Pereira,0.76957476
219,Gabriel Jesus,0.76957476
2066,S. Romero,0.76957476
3932,A. Andrade,0.76952124
644,D. Suárez,0.76914936
2019,G. Tzavellas,0.76914936
2251,W. Vaulks,0.76914936
4418,M. Maloča,0.76914936
3361,S. Motta,0.7689128
6216,C. Woods,0.76847684
3399,Marcelo,0.76847684
5746,E. Gülüm,0.76847684
6550,J. Jönsson,0.76847684
2866,M. Diskerud,0.76846534
1640,J. Aquino,0.7684171
916,R. Pizarro,0.7680993
5211,L. Melano,0.76801836
1916,O. Peralta,0.7679913
4238,C. Burke,0.767587
1615,M. Ritchie,0.767587
991,E. Elia,0.767303
1707,L. Quiñones,0.767303
473,S. Feghouli,0.767303
1702,A. Hurtado,0.767303
2953,G. Núñez,0.7670775
3017,Adrián Burnabão,0.7670775
247,Muniain,0.7670505
5425,R. Thelander,0.76659745
417,E. Bailly,0.76659745
757,T. Vermaelen,0.76659745
7217,J. Pearson,0.76648635
1383,T. Jedvaj,0.76648635
6661,M. Nielsen,0.76648635
3714,H. Campagnaro,0.76648635
6643,M. Marrone,0.76648635
4967,D. Mosquera,0.76648635
376,J. Gomez,0.76648635
6274,N. Miatke,0.76648635
3309,G. Cameron,0.76648635
112,Luis Alberto,0.76640266
8,L. Modrić,0.76638186
1479,N. Stanciu,0.76638186
302,L. Martínez,0.7663673
133,Azpilicueta,0.7663543
842,G. Cano,0.76556575
4191,L. Bacuna,0.7651624
428,D. Klaassen,0.764819
1922,D. Limberský,0.764819
5437,Alcatraz,0.764819
6842,K. Guthrie,0.764819
2106,J. Kayamba,0.76458114
575,J. King,0.76458114
1872,João Victor,0.76458114
832,A. Carrillo,0.76458114
2500,F. Hinestroza,0.76458114
1156,A. Masuaku,0.76458114
1354,J. Kluivert,0.76458114
2470,Hervías,0.76458114
3833,F. N'Sakala,0.76458114
3475,Rúben Vinagre,0.76458114
3540,A. Mabil,0.76458114
129,I. Perišić,0.76458114
4521,R. Curtis,0.76458114
1213,Léo Matos,0.76458114
26,R. Sterling,0.76458114
3053,J. Paintsil,0.76458114
3052,H. Bandé,0.76458114
2485,Gerso,0.76458114
2127,S. Grandsir,0.76458114
39,S. Mané,0.76458114
2083,L. Gamba,0.76458114
3553,F. Diabaté,0.76458114
3594,Ademilson,0.76458114
1544,L. Masopust,0.76458114
3548,J. Báez,0.76458114
2085,Jailson Caeiro,0.76458114
5557,J. Leko,0.76458114
502,Bernard,0.76458114
7116,K. Marsh-Brown,0.76458114
490,L. Muriel,0.76458114
3872,F. Jozefzoon,0.76458114
4459,Rômulão Selva,0.76458114
1099,S. Chukwueze,0.76458114
5535,Douglas Aurélio,0.76458114
1407,D. Barbona,0.76458114
7019,A. Eisa,0.76458114
4527,T. Itō,0.76458114
2176,Álvaro Jiménez,0.76458114
1535,A. Jahanbakhsh,0.76458114
3933,J. Blanco,0.76458114
3897,D. Riascos,0.76458114
6962,L. Bolton,0.76458114
2137,A. Donis,0.76458114
2761,Rafael Silva,0.76458114
4530,V. Černý,0.76458114
